name,description,topics
Women in Cleantech & Sustainability,"<p>We are professional women working in the clean technology and sustainability space, from the entry level to the executive level. We meet once a month to network and learn the latest developments in the green movement from speakers and panelists. Topics covered include: renewable energy (solar, wind biofuel, etc), water, smart grid, biomass, carbon reduction, sustainable transportation, energy efficiency, sustainability, green buildings and many other technologies that aim to make our world a cleaner, more sustainable place.</p>","[{u'name': u'Environment', u'urlkey': u'environment', u'id': 89}, {u'name': u'Alternative Energy', u'urlkey': u'alternativeenergy', u'id': 1980}, {u'name': u'New Urbanism', u'urlkey': u'newurbanism', u'id': 3135}, {u'name': u'Green Home', u'urlkey': u'greenhome', u'id': 5915}, {u'name': u'Farmers Market', u'urlkey': u'farmersmarket', u'id': 10508}, {u'name': u'Green Living', u'urlkey': u'green-living', u'id': 15398}, {u'name': u'Sustainable Energy', u'urlkey': u'sustainable-energy', u'id': 15849}, {u'name': u'Sustainability', u'urlkey': u'sustainability', u'id': 15998}, {u'name': u'Renewable Energy', u'urlkey': u'renewable-energy', u'id': 16902}, {u'name': u'Solar Energy', u'urlkey': u'solar-energy', u'id': 17510}, {u'name': u'Wind Energy', u'urlkey': u'wind-energy', u'id': 18082}, {u'name': u'Energy Efficiency', u'urlkey': u'energy-efficiency', u'id': 18083}, {u'name': u'Sustainable Food', u'urlkey': u'sustainable-food', u'id': 21114}, {u'name': u'Green Entrepreneurs', u'urlkey': u'green-entrepreneurs', u'id': 23538}, {u'name': u'Environmental Awareness', u'urlkey': u'environmental-awareness', u'id': 23842}, {u'name': u'Sustainable Development', u'urlkey': u'sustainable-development', u'id': 47570}]"
"Society of Garden Goddesses: Sustainable, Organic Gardening","<p>This group&nbsp;inspires&nbsp;women&nbsp;&amp; men in the kitchen &amp; &nbsp;garden! We have all levels of gardeners in the group and we love to share tips and ideas on how to make gardening fun and sustainable. We have a lot of fun and meet&nbsp;1-2 times per month&nbsp;for dinner and Garden Chats! Our members are in Sacramento, Grass Valley, Auburn, Nevada City and surrounding areas. Check out the last 180 events we have had to get an idea of what we do! Please invite your awesome, supportive, inspiring women &amp; men!</p>","[{u'name': u'Gardening', u'urlkey': u'gardening', u'id': 234}, {u'name': u'Raw Food', u'urlkey': u'rawfood', u'id': 1983}, {u'name': u'Permaculture', u'urlkey': u'permaculture', u'id': 2527}, {u'name': u'Home and Garden', u'urlkey': u'homeandgarden', u'id': 10469}, {u'name': u'Farmers Market', u'urlkey': u'farmersmarket', u'id': 10508}, {u'name': u'Green Living', u'urlkey': u'green-living', u'id': 15398}, {u'name': u'Eco-Conscious', u'urlkey': u'eco-conscious', u'id': 16816}, {u'name': u'Cooking with Organics and Herbs', u'urlkey': u'cooking-with-organics-and-herbs', u'id': 17567}, {u'name': u'Organic Gardening', u'urlkey': u'organic-gardening', u'id': 20465}, {u'name': u'Urban Gardening', u'urlkey': u'urban-gardening', u'id': 22787}, {u'name': u'Edible Gardening', u'urlkey': u'edible-gardening', u'id': 34197}, {u'name': u'Raw Live Organic Food', u'urlkey': u'raw-live-organic-food', u'id': 37953}, {u'name': u'Community Gardening', u'urlkey': u'community-gardening', u'id': 74771}, {u'name': u'Backyard Gardening', u'urlkey': u'backyard-gardening', u'id': 95113}, {u'name': u'Backyard Vegetable Gardening', u'urlkey': u'backyard-vegetable-gardening', u'id': 105654}]"
Craft Labs,"<p><span>Get your creative juices flowing at Craft Labs in San Francisco. Embellish your wardrobe or your home with unique custom crafts designed and made by you! All classes are held in a sunny artist&rsquo;s studio space located in the Mission/Potrero Hill district, and taught by Susan Peterson, an artist and arts educator with more than 20 years of experience. Channel your inner craftiness with cool gadgets, jewelry, handmade books, paper, candleholders, wrist cuffs and cards. Feel good about yourself as you give new life to repurposed materials supplied by the class. New classes added frequently. Beginners and intermediate crafts lovers welcome. Requests for specific projects invited. Group classes for parties, social gatherings, team building or just for fun, are also an option.&nbsp;</span><span>&nbsp;&nbsp;</span><span>&nbsp;</span><span>&nbsp;</span></p>
<p>&nbsp;</p>
<p>Learn more about us at <a href=""http://blog.craftlabs.org/"">http://blog.craftlabs.org/</a></p>
<p>&nbsp;</p>","[{u'name': u'Jewelry Making', u'urlkey': u'jewelry', u'id': 746}, {u'name': u'Sewing', u'urlkey': u'sewing', u'id': 1111}, {u'name': u'Art', u'urlkey': u'art', u'id': 1502}, {u'name': u'Beadwork', u'urlkey': u'beadwork', u'id': 1514}, {u'name': u'Card Making', u'urlkey': u'cardmaking', u'id': 6669}, {u'name': u'Crafts', u'urlkey': u'craftswap', u'id': 10099}, {u'name': u'Green Living', u'urlkey': u'green-living', u'id': 15398}, {u'name': u'Handmade Crafts', u'urlkey': u'handmade-crafts', u'id': 16459}, {u'name': u'Paper Crafts', u'urlkey': u'paper-crafts', u'id': 17320}, {u'name': u'Rubber Stamping', u'urlkey': u'rubber-stamping', u'id': 17350}]"
World Traveling Photographers With A Conscience,"<p>World Traveling photographers is a group for new or veteran photographers alike,&nbsp; focused on sharing our amazing experiences through the lense in a fun, relaxed environment. If you have traveled the globe, great! If you want to with a fun group of people, this is your meetup.&nbsp;</p>
<p>It is also about giving back. The goal of this meetup is to not only connect with like minded travelers who are able to capture a world in a moment, but also to improve the lives of those we journey to learn about. We will be getting together and sharing 5 to 10 of our best images from our trips at each meetup. We will then be selecting as a group the best images to print and do a show of. The profits from the sale of the images will go towards a charity in one of the countries featured in our show, based on majority vote. This is an opportunity for group collaboration, support, friendships, and a chance to share our work with the world. We may also go on photo expeditions, take group trips, Do low cost photography intensives with expert photographers and teachers, and help our local community, capturing the moment as we do.</p>","[{u'name': u'Digital Photography', u'urlkey': u'digcam', u'id': 206}, {u'name': u'Photography', u'urlkey': u'photo', u'id': 223}, {u'name': u'Singles', u'urlkey': u'singles', u'id': 498}, {u'name': u'Hiking', u'urlkey': u'hiking', u'id': 638}, {u'name': u'New In Town', u'urlkey': u'newintown', u'id': 1273}, {u'name': u'Nonprofit', u'urlkey': u'nonprofit', u'id': 1726}, {u'name': u'Travel', u'urlkey': u'travel', u'id': 1998}, {u'name': u'Green Living', u'urlkey': u'green-living', u'id': 15398}, {u'name': u'Adventure', u'urlkey': u'adventure', u'id': 15892}, {u'name': u'International Travel', u'urlkey': u'international-travel', u'id': 16179}, {u'name': u'Adventure Travel', u'urlkey': u'adventure-travel', u'id': 18317}, {u'name': u'Charity', u'urlkey': u'charity', u'id': 25598}, {u'name': u'Solo Travel', u'urlkey': u'solo-travel', u'id': 30915}, {u'name': u'Giving Back', u'urlkey': u'giving-back', u'id': 36645}, {u'name': u'Single adventurers', u'urlkey': u'single-adventurers', u'id': 156403}]"
SV Developers + Entrepreneurs,"<p><span>SV Developer Network is an open community in the mobile industry in Silicon Valley for developers. Mobile Forum provides valuable information exchange&nbsp;for&nbsp;Mobile &amp; App ecosystem at Silicon Valley, from developers, entrepreneurs, leaders, visionaries; from Android, iOS, WP, Mobile HTML5, Apps, platforms, devices, platforms, solutions, tools, to startups.</span></p>
<p><span>Mobile Forum holds various event activities and opportunities&nbsp;for&nbsp;members to meet with leaders, including mobile internet leaders, app experts, solutions leaders, and partners from around the world.</span></p>
<p><em>Email me at mag@aquamaureen.com if you are interested in being an organizer, presenter, or sponsor.</em></p>","[{u'name': u'Environment', u'urlkey': u'environment', u'id': 89}, {u'name': u'Women in Technology', u'urlkey': u'witi', u'id': 10296}, {u'name': u'Green Living', u'urlkey': u'green-living', u'id': 15398}, {u'name': u'Women Entrepreneurs', u'urlkey': u'women-entrepreneurs', u'id': 15497}, {u'name': u'Sustainability', u'urlkey': u'sustainability', u'id': 15998}, {u'name': u'Android', u'urlkey': u'android', u'id': 19724}, {u'name': u'Entrepreneurship', u'urlkey': u'entrepreneurship', u'id': 19882}, {u'name': u'Entrepreneur Networking', u'urlkey': u'business-entrepreneur-networking', u'id': 20060}, {u'name': u'Android Development', u'urlkey': u'android-developers', u'id': 20346}, {u'name': u'Startup Businesses', u'urlkey': u'startup-businesses', u'id': 21681}, {u'name': u'Lean Startup', u'urlkey': u'lean-startup', u'id': 38660}, {u'name': u'Computer programming', u'urlkey': u'computer-programming', u'id': 48471}, {u'name': u'Technology Startups', u'urlkey': u'technology-startups', u'id': 108403}, {u'name': u'iOS Development', u'urlkey': u'ios-development', u'id': 127567}, {u'name': u'Internet Startups', u'urlkey': u'internet-startups', u'id': 128595}]"
CA Smart Grid Group,"<p>The objectives are professional networking and exploring new business opportunities in the smart-grid, solar/wind power generation industry (power generation, conversion, remote monitoring). Please feel free to join if you wish to contribute as an enthusiast or experienced professional.</p>","[{u'name': u'Environment', u'urlkey': u'environment', u'id': 89}, {u'name': u'Alternative Energy', u'urlkey': u'alternativeenergy', u'id': 1980}, {u'name': u'Education & Technology', u'urlkey': u'edtech', u'id': 7203}, {u'name': u'Green Living', u'urlkey': u'green-living', u'id': 15398}, {u'name': u'Solar Energy', u'urlkey': u'solar-energy', u'id': 17510}, {u'name': u'Wind Energy', u'urlkey': u'wind-energy', u'id': 18082}, {u'name': u'Smart Grid', u'urlkey': u'smart-grid', u'id': 18384}, {u'name': u'Green Entrepreneurs', u'urlkey': u'green-entrepreneurs', u'id': 23538}, {u'name': u'Clean Technology', u'urlkey': u'clean-tech', u'id': 24234}, {u'name': u'Monitoring', u'urlkey': u'monitoring', u'id': 84070}]"
The Zero Net Energy Working Group (ZNEWG),"<p>Join us in creating a new future for Energy Use. The California Energy Commission has given us in California an outstanding opportunity to determine how the future unfolds. The CEC recommends, in its Integrated Energy Policy Report, that in 2020 all new residential buildings be required to meet zero-net-energy performance standards, and in 2030, all new buildings are required to meet the Zero Net Energy standard. This means that all new buildings, averaged over a year, take no more energy from the power grid that they put back on the power grid from on-site power sources, presently anticipated as solar and wind. The key to achieving these recommendations is to build highly energy efficient buildings. Imagine how it will impact the United States and the world when California, the 8th largest economy in the world, achieves these performance standards! The Zero Net Energy Working Group is organizing a Zero Net Energy Conference to give California building professionals the information they need to take advantage of this opportunity. Prior to the conference, we are organizing a series of Roundtables; to build momentum for the Conference.and educate California builders and architects on critical Zero Net Energy topics, You do not have to be a building professional to make history.</p>","[{u'name': u'Environment', u'urlkey': u'environment', u'id': 89}, {u'name': u'Futurology', u'urlkey': u'future', u'id': 429}, {u'name': u'Alternative Energy', u'urlkey': u'alternativeenergy', u'id': 1980}, {u'name': u'Permaculture', u'urlkey': u'permaculture', u'id': 2527}, {u'name': u'Natural Building', u'urlkey': u'naturalbuilding', u'id': 2582}, {u'name': u'New Urbanism', u'urlkey': u'newurbanism', u'id': 3135}, {u'name': u'Green Home', u'urlkey': u'greenhome', u'id': 5915}, {u'name': u'Farmers Market', u'urlkey': u'farmersmarket', u'id': 10508}, {u'name': u'Green Living', u'urlkey': u'green-living', u'id': 15398}, {u'name': u'Sustainability', u'urlkey': u'sustainability', u'id': 15998}, {u'name': u'Renewable Energy', u'urlkey': u'renewable-energy', u'id': 16902}, {u'name': u'Sustainable Development', u'urlkey': u'sustainable-development', u'id': 47570}, {u'name': u'Energy Efficiency & Renewable Power', u'urlkey': u'energy-efficiency-renewable-power', u'id': 97184}]"
Rodgers Ranch Urban Farm and Teaching Gardens,"<p>Rodgers Ranch was first founded as a farm in 1867, and is now on the National Register of Historic places. Originally a 149 acre farm, it was reduced in size over the years until just two acres remained, and the house was restored by the Historical Society. We re-started farming in 2012, and have since taught hundreds of people in various classes, including culinary, permaculture, biodynamics, composting, bees, and many other topics.</p>
<p>Location = 315 Cortsen Road in Pleasant Hill, CA.</p>
<p>We meet every <strong>Saturday</strong> as a group. Official hours are <strong>10am to 12pm</strong>, but we almost always stay longer.</p>
<p>We also meet on <strong>Sunday</strong>, and often <strong>during the week</strong> as well.</p>
<p>If you can't come on Saturday, check with us.</p>
<p>Members are there 7 days a week at various times.</p>
<p>Not everyone comes every week. No problem. Come when you can.</p>
<p><strong>Objectives are:</strong></p>
<p>Learn by doing. This is a hands-on experience.</p>
<p>Learn what is possible to grow in this area.</p>
<p>Offer classes on how to grow healthy, organic edibles, flowers and natives.</p>
<p>Incorporate biointensive, biodynamic and permaculture principles for sustainable land stewardship.</p>
<p>Have something of interest for all age groups.</p>
<p>Our own website:</p>
<p><a href=""http://www.rodgersranchurbanfarm.org"">www.rodgersranchurbanfarm.org</a></p>","[{u'name': u'Gardening', u'urlkey': u'gardening', u'id': 234}, {u'name': u'Permaculture', u'urlkey': u'permaculture', u'id': 2527}, {u'name': u'New Urbanism', u'urlkey': u'newurbanism', u'id': 3135}, {u'name': u'Farmers Market', u'urlkey': u'farmersmarket', u'id': 10508}, {u'name': u'Green Living', u'urlkey': u'green-living', u'id': 15398}, {u'name': u'Organic Foods', u'urlkey': u'organic-foods', u'id': 15485}, {u'name': u'Organic Gardening', u'urlkey': u'organic-gardening', u'id': 20465}, {u'name': u'Urban Gardening', u'urlkey': u'urban-gardening', u'id': 22787}, {u'name': u'Grow Vegetables', u'urlkey': u'grow-vegetables', u'id': 23853}, {u'name': u'Organic Farming', u'urlkey': u'organic-farming', u'id': 27272}, {u'name': u'Sustainable Development', u'urlkey': u'sustainable-development', u'id': 47570}, {u'name': u'Sustainable Farming', u'urlkey': u'sustainable-farming', u'id': 58003}, {u'name': u'Biodynamic Agriculture', u'urlkey': u'biodynamic-agriculture', u'id': 58477}, {u'name': u'Community Gardening', u'urlkey': u'community-gardening', u'id': 74771}, {u'name': u'Urban Farming', u'urlkey': u'urban-farming', u'id': 79173}, {u'name': u'Biointensive Gardening', u'urlkey': u'biointensive-gardening', u'id': 692812}, {u'name': u'Learn Gardening by Doing', u'urlkey': u'learn-gardening-by-doing', u'id': 1047862}]"
Sustainable Homesteading in the South Bay,"<p>My name is Sundown Hazen. I am passionate about growing food and contributing to health and sustainability of his local community. I am using my backyard to grow fruits and vegatables traditionally, raise chickens, and raise fish and produce in an aquaponics system. I am also in the process of starting Pirate Produce, a business providing consulting services to home owners and small community groups and schools in sustainable food production. This group is a way for me to share my experiences and what I have learned with others interested in become more self sustainable. If you are interested in learning more about producing your own food, are looking for help in starting or expanding food project, or just want to share your experiences this group is for you. As the group grows, we can plan to work together on garden projects, or volunteer together at places like Full Circle Farms. Growing the food we eat contributes to a fulling life.</p>","[{u'name': u'Farmers Market', u'urlkey': u'farmersmarket', u'id': 10508}, {u'name': u'Green Living', u'urlkey': u'green-living', u'id': 15398}, {u'name': u'Sustainable Energy', u'urlkey': u'sustainable-energy', u'id': 15849}, {u'name': u'Sustainability', u'urlkey': u'sustainability', u'id': 15998}, {u'name': u'Homesteading', u'urlkey': u'homesteading', u'id': 18527}, {u'name': u'Sustainable Food', u'urlkey': u'sustainable-food', u'id': 21114}, {u'name': u'Urban Gardening', u'urlkey': u'urban-gardening', u'id': 22787}, {u'name': u'Sustainable Agriculture', u'urlkey': u'sustainable-agriculture', u'id': 41038}, {u'name': u'Sustainable Social and Economic Development', u'urlkey': u'sustainable-social-and-economic-development', u'id': 47571}, {u'name': u'Education in Organic Gardening', u'urlkey': u'education-in-organic-gardening', u'id': 74774}, {u'name': u'Backyard Composting', u'urlkey': u'backyard-composting', u'id': 89036}, {u'name': u'Urban Homesteading', u'urlkey': u'urban-homesteading', u'id': 89469}, {u'name': u'Organic Gardening & Permaculture', u'urlkey': u'organic-gardening-permaculture', u'id': 97181}, {u'name': u'Backyard Chickens', u'urlkey': u'backyard-chickens', u'id': 113178}, {u'name': u'Sustainable Urban Living', u'urlkey': u'sustainable-urban-living', u'id': 154393}]"
Passive House California,"<p>Our organization was founded in early 2008 with the explicit goal of educating the California public about the <a href=""http://passiv.de/en/02_informations/02_passive-house-requirements/02_passive-house-requirements.htm"">Passive House Standard</a>. We have grown from a small group of dedicated professionals into a formal non-profit organization. We are proud to collaborate with members of the global Passive House movement and are directly connected to the <a href=""http://passiv.de/en/01_passivehouseinstitute/01_passivehouseinstitute.htm"">Passive House Institute</a> via our affiliation with the <a href=""http://www.passivehouse-international.org/index.php?page_id=249"">International Passive House Association</a>.</p>
<p>We believe that the most effective way to transform our built environment is through local and regional action. However, we actively share resources and strategies with fellow regional Passive House organizations through the <a href=""http://www.naphnetwork.org/"">North American Passive House Network.</a></p>
<p>The mission of Passive House California is to educate the public about the Passive House building performance standard to help create healthy, comfortable, durable, energy- and resource-efficient buildings and communities.</p>
<p>Please register as an official member of PHCA to support our mission here:</p>
<p><a href=""http://passivehousecal.org/memberships"">http://passivehousecal.org/memberships</a></p>
<p><span>For PHCA to list an event in any or all our official media outlets, it must satisfy the following criteria:</span></p>
<ul> 
 <p><span>the event must be directly applicable and useful to PHCA members</span></p> 
 <p><span>if there is a charge, the event must offer a discounted attendance fee for PHCA members.</span></p> 
 <p><span>the event should be approved for posting by at least two members of the currently seated PHCA Board</span></p> 
 <p><span>if the event is hosted by another local organization, it must agree to</span> <span>reciprocate posting of PHCA events that meet these same criteria.</span></p> 
 <p><span>events that do not meet all the above criteria, but are still of interest to PHCA members and supporters will be included in our Newsletters under the 'Other Events' segment.</span></p> 
</ul>
<p>To submit an event for posting, please send details to:</p>
<p>events@passivehousecal.org</p>","[{u'name': u'Architecture', u'urlkey': u'architecture', u'id': 1737}, {u'name': u'Green Home', u'urlkey': u'greenhome', u'id': 5915}, {u'name': u'Construction', u'urlkey': u'construction', u'id': 9401}, {u'name': u'Farmers Market', u'urlkey': u'farmersmarket', u'id': 10508}, {u'name': u'Green Living', u'urlkey': u'green-living', u'id': 15398}, {u'name': u'Sustainable Energy', u'urlkey': u'sustainable-energy', u'id': 15849}, {u'name': u'Climate Change', u'urlkey': u'climate-change', u'id': 16530}, {u'name': u'Eco-Conscious', u'urlkey': u'eco-conscious', u'id': 16816}, {u'name': u'Green Building', u'urlkey': u'green-building', u'id': 16817}, {u'name': u'Renewable Energy', u'urlkey': u'renewable-energy', u'id': 16902}, {u'name': u'Energy Efficiency', u'urlkey': u'energy-efficiency', u'id': 18083}, {u'name': u'Green Entrepreneurs', u'urlkey': u'green-entrepreneurs', u'id': 23538}, {u'name': u'Passive House', u'urlkey': u'passive-house', u'id': 59974}, {u'name': u'High Performance Building', u'urlkey': u'high-performance-building', u'id': 70700}, {u'name': u'Energy Efficient Design', u'urlkey': u'energy-efficient-design', u'id': 128477}]"
SFFaMA Green's : Fashion Revolutionaries,"<p><img src=""https://secure.meetupstatic.com/photos/event/d/4/4/7/600_459234343.jpeg""></p>
<p><span>Welcome to SFFaMA Green, <a href=""https://www.sffama.org/"">SFFaMA's</a> green initiative....SFFaMA Green is a professional group for eco-conscious fashionistas + ecologically-minded consumers + green entrepreneurs &amp; green startups...&nbsp;</span><span>Our mission is to promote initiatives in fast-fashion education, eco tech, &amp; economic development.&nbsp;</span></p>
<p><span>Promote awareness in better living through sustainable practices and greener lifestyle choices..</span><span>.Connect with other professionals and innovators in the burgeoning green industry landscape...&nbsp;Focusing in on&nbsp;social responsibility in fashion, design &amp; technology. &nbsp;</span></p>
<p> <br></p>
<p> <br></p>","[{u'name': u'Fashionista', u'urlkey': u'fashionista', u'id': 918}, {u'name': u'Fashion Industry', u'urlkey': u'fashion', u'id': 1924}, {u'name': u'Green Living', u'urlkey': u'green-living', u'id': 15398}, {u'name': u'Sustainability', u'urlkey': u'sustainability', u'id': 15998}, {u'name': u'Fashion and Style', u'urlkey': u'fashion-and-style', u'id': 16575}, {u'name': u'Eco-Conscious', u'urlkey': u'eco-conscious', u'id': 16816}, {u'name': u'Green Technology', u'urlkey': u'green-technology', u'id': 19556}, {u'name': u'Fashion Design', u'urlkey': u'fashion-design', u'id': 21437}, {u'name': u'Green Entrepreneurs', u'urlkey': u'green-entrepreneurs', u'id': 23538}, {u'name': u'Creative Sustainable Economy', u'urlkey': u'creative-sustainable-economy', u'id': 26646}, {u'name': u'Sustainable Community', u'urlkey': u'sustainable-community', u'id': 37926}, {u'name': u'Sustainable Development', u'urlkey': u'sustainable-development', u'id': 47570}, {u'name': u'Sustainable Social and Economic Development', u'urlkey': u'sustainable-social-and-economic-development', u'id': 47571}, {u'name': u'Sustainable Design', u'urlkey': u'sustainable-design', u'id': 58929}]"
